==========================================================================================
COMPLETE TParams OFFSET-TO-NAME MAPPING TABLE
==========================================================================================
OFFSET   PARAM_NAME                                              DEFAULT_VALUE
0x2700   mDirtyParams.mDirtyMax                                  200.0f
0x2714   mDirtyParams.mSlipAnmSpeed                              3.0f
0x2728   mDirtyParams.mSlipRunSp                                 0.01f
0x273C   mDirtyParams.mSlipCatchSp                               0.01f
0x2750   mDirtyParams.mSlipRotate                                0x100
0x2764   mDirtyParams.mSlipCatchRotate                           0x100
0x2778   mDirtyParams.mBrakeSlipNoPollute                        0.98f
0x278C   mDirtyParams.mFogTimeYellow                             0xf0
0x27A0   mDirtyParams.mFogTimeRed                                600
  --- mMotorParams (TMotorParams) @ base 0x27A4 ---
0x27BC   mMotorParams.mMotorReturn                               0x19
0x27D0   mMotorParams.mMotorTrample                              8
0x27E4   mMotorParams.mMotorHipDrop                              0xf
0x27F8   mMotorParams.mMotorWall                                 6
  --- mParticleParams (TParticleParams) @ base 0x27FC ---
0x2814   mParticleParams.mMeltInWaterMax                         0.5f
0x2828   mParticleParams.mWaveEmitSpeed                          5.0f
0x283C   mParticleParams.mWaveAlphaDec                           5
0x2850   mParticleParams.mBubbleDepth                            10.0f
0x2864   mParticleParams.mBodyBubbleSpMin                        0.0f
0x2878   mParticleParams.mBodyBubbleSpMax                        40.0f
0x288C   mParticleParams.mBodyBubbleEmitMin                      0.0f
0x28A0   mParticleParams.mBodyBubbleEmitMax                      0.5f
0x28B4   mParticleParams.mBubbleToRipple                         0.3f
0x28C8   mParticleParams.mToroccoWind                            0.001f
0x28DC   mParticleParams.mToroccoSpark                           0.001f
  --- mEffectParams (TEffectParams) @ base 0x28E0 ---
0x28F8   mEffectParams.mDashInc                                  0.033f
0x290C   mEffectParams.mDashDec                                  0.017f
0x2920   mEffectParams.mDashMaxBlendInBlur                       0xb4
0x2934   mEffectParams.mDashMaxBlendInIris                       0xb4
0x2948   mEffectParams.mDashBlendScale                           0.2f
  --- mSlipParamsNormal (TSlipParams) @ base 0x294C ---
0x2964   mSlipParamsNormal.mSlipFriction                         0.9f
0x2978   mSlipParamsNormal.mSlopeAcceleUp                        0.0f
0x298C   mSlipParamsNormal.mSlopeAcceleDown                      0.0f
0x29A0   mSlipParamsNormal.mSlideAcceleUp                        0.0f
0x29B4   mSlipParamsNormal.mSlideAcceleDown                      0.0f
0x29C8   mSlipParamsNormal.mSlideStopNormal                      15.0f
0x29DC   mSlipParamsNormal.mSlideStopCatch                       15.0f
0x29F0   mSlipParamsNormal.mJumpEnable                           1
0x2A04   mSlipParamsNormal.mMissJump                             1
0x2A18   mSlipParamsNormal.mSlideAngleYSp                        0x200
0x2A2C   mSlipParamsNormal.mStickSlideMult                       0.05f
  --- mSlipParamsOil (TSlipParams) @ base 0x2A30 ---
0x2A48   mSlipParamsOil.mSlipFriction                            0.9f
0x2A5C   mSlipParamsOil.mSlopeAcceleUp                           0.0f
0x2A70   mSlipParamsOil.mSlopeAcceleDown                         0.0f
0x2A84   mSlipParamsOil.mSlideAcceleUp                           0.0f
0x2A98   mSlipParamsOil.mSlideAcceleDown                         0.0f
0x2AAC   mSlipParamsOil.mSlideStopNormal                         15.0f
0x2AC0   mSlipParamsOil.mSlideStopCatch                          15.0f
0x2AD4   mSlipParamsOil.mJumpEnable                              1
0x2AE8   mSlipParamsOil.mMissJump                                1
0x2AFC   mSlipParamsOil.mSlideAngleYSp                           0x200
0x2B10   mSlipParamsOil.mStickSlideMult                          0.05f
  --- mSlipParamsAll (TSlipParams) @ base 0x2B14 ---
0x2B2C   mSlipParamsAll.mSlipFriction                            0.9f
0x2B40   mSlipParamsAll.mSlopeAcceleUp                           0.0f
0x2B54   mSlipParamsAll.mSlopeAcceleDown                         0.0f
0x2B68   mSlipParamsAll.mSlideAcceleUp                           0.0f
0x2B7C   mSlipParamsAll.mSlideAcceleDown                         0.0f
0x2B90   mSlipParamsAll.mSlideStopNormal                         15.0f
0x2BA4   mSlipParamsAll.mSlideStopCatch                          15.0f
0x2BB8   mSlipParamsAll.mJumpEnable                              1
0x2BCC   mSlipParamsAll.mMissJump                                1
0x2BE0   mSlipParamsAll.mSlideAngleYSp                           0x200
0x2BF4   mSlipParamsAll.mStickSlideMult                          0.05f
  --- mSlipParamsAllSlider (TSlipParams) @ base 0x2BF8 ---
0x2C10   mSlipParamsAllSlider.mSlipFriction                      0.9f
0x2C24   mSlipParamsAllSlider.mSlopeAcceleUp                     0.0f
0x2C38   mSlipParamsAllSlider.mSlopeAcceleDown                   0.0f
0x2C4C   mSlipParamsAllSlider.mSlideAcceleUp                     0.0f
0x2C60   mSlipParamsAllSlider.mSlideAcceleDown                   0.0f
0x2C74   mSlipParamsAllSlider.mSlideStopNormal                   15.0f
0x2C88   mSlipParamsAllSlider.mSlideStopCatch                    15.0f
0x2C9C   mSlipParamsAllSlider.mJumpEnable                        1
0x2CB0   mSlipParamsAllSlider.mMissJump                          1
0x2CC4   mSlipParamsAllSlider.mSlideAngleYSp                     0x200
0x2CD8   mSlipParamsAllSlider.mStickSlideMult                    0.05f
  --- mSlipParams45 (TSlipParams) @ base 0x2CDC ---
0x2CF4   mSlipParams45.mSlipFriction                             0.9f
0x2D08   mSlipParams45.mSlopeAcceleUp                            0.0f
0x2D1C   mSlipParams45.mSlopeAcceleDown                          0.0f
0x2D30   mSlipParams45.mSlideAcceleUp                            0.0f
0x2D44   mSlipParams45.mSlideAcceleDown                          0.0f
0x2D58   mSlipParams45.mSlideStopNormal                          15.0f
0x2D6C   mSlipParams45.mSlideStopCatch                           15.0f
0x2D80   mSlipParams45.mJumpEnable                               1
0x2D94   mSlipParams45.mMissJump                                 1
0x2DA8   mSlipParams45.mSlideAngleYSp                            0x200
0x2DBC   mSlipParams45.mStickSlideMult                           0.05f
  --- mSlipParamsWaterSlope (TSlipParams) @ base 0x2DC0 ---
0x2DD8   mSlipParamsWaterSlope.mSlipFriction                     0.9f
0x2DEC   mSlipParamsWaterSlope.mSlopeAcceleUp                    0.0f
0x2E00   mSlipParamsWaterSlope.mSlopeAcceleDown                  0.0f
0x2E14   mSlipParamsWaterSlope.mSlideAcceleUp                    0.0f
0x2E28   mSlipParamsWaterSlope.mSlideAcceleDown                  0.0f
0x2E3C   mSlipParamsWaterSlope.mSlideStopNormal                  15.0f
0x2E50   mSlipParamsWaterSlope.mSlideStopCatch                   15.0f
0x2E64   mSlipParamsWaterSlope.mJumpEnable                       1
0x2E78   mSlipParamsWaterSlope.mMissJump                         1
0x2E8C   mSlipParamsWaterSlope.mSlideAngleYSp                    0x200
0x2EA0   mSlipParamsWaterSlope.mStickSlideMult                   0.05f
  --- mSlipParamsWaterGround (TSlipParams) @ base 0x2EA4 ---
0x2EBC   mSlipParamsWaterGround.mSlipFriction                    0.9f
0x2ED0   mSlipParamsWaterGround.mSlopeAcceleUp                   0.0f
0x2EE4   mSlipParamsWaterGround.mSlopeAcceleDown                 0.0f
0x2EF8   mSlipParamsWaterGround.mSlideAcceleUp                   0.0f
0x2F0C   mSlipParamsWaterGround.mSlideAcceleDown                 0.0f
0x2F20   mSlipParamsWaterGround.mSlideStopNormal                 15.0f
0x2F34   mSlipParamsWaterGround.mSlideStopCatch                  15.0f
0x2F48   mSlipParamsWaterGround.mJumpEnable                      1
0x2F5C   mSlipParamsWaterGround.mMissJump                        1
0x2F70   mSlipParamsWaterGround.mSlideAngleYSp                   0x200
0x2F84   mSlipParamsWaterGround.mStickSlideMult                  0.05f
  --- mSlipParamsYoshi (TSlipParams) @ base 0x2F88 ---
0x2FA0   mSlipParamsYoshi.mSlipFriction                          0.9f
0x2FB4   mSlipParamsYoshi.mSlopeAcceleUp                         0.0f
0x2FC8   mSlipParamsYoshi.mSlopeAcceleDown                       0.0f
0x2FDC   mSlipParamsYoshi.mSlideAcceleUp                         0.0f
0x2FF0   mSlipParamsYoshi.mSlideAcceleDown                       0.0f
0x3004   mSlipParamsYoshi.mSlideStopNormal                       15.0f
0x3018   mSlipParamsYoshi.mSlideStopCatch                        15.0f
0x302C   mSlipParamsYoshi.mJumpEnable                            1
0x3040   mSlipParamsYoshi.mMissJump                              1
0x3054   mSlipParamsYoshi.mSlideAngleYSp                         0x200
0x3068   mSlipParamsYoshi.mStickSlideMult                        0.05f
  --- mUpperBodyParams (TUpperParams) @ base 0x306C ---
0x3084   mUpperBodyParams.mPumpWaitTime                          10
0x3098   mUpperBodyParams.mPumpAnmSpeed                          0.01f
0x30AC   mUpperBodyParams.mHoverHeadAngle                        0xe000
0x30C0   mUpperBodyParams.mFeelDeepHeadAngle                     0x2000
0x30D4   mUpperBodyParams.mFrontWallHeadAngle                    0xe000
  --- mDmgParamsEnemyCommon (TEParams) @ base 0x30D8 ---
0x30F0   mDmgParamsEnemyCommon.mDamage                           1
0x3104   mDmgParamsEnemyCommon.mDownType                         0
0x3118   mDmgParamsEnemyCommon.mWaterEmit                        0
0x312C   mDmgParamsEnemyCommon.mMotor                            0
0x3140   mDmgParamsEnemyCommon.mMinSpeed                         0.0f
0x3154   mDmgParamsEnemyCommon.mDirty                            0.0f
0x3168   mDmgParamsEnemyCommon.mInvincibleTime                   0
  --- mDmgParamsHamakuri (TEParams) @ base 0x316C ---
0x3184   mDmgParamsHamakuri.mDamage                              1
0x3198   mDmgParamsHamakuri.mDownType                            0
0x31AC   mDmgParamsHamakuri.mWaterEmit                           0
0x31C0   mDmgParamsHamakuri.mMotor                               0
0x31D4   mDmgParamsHamakuri.mMinSpeed                            0.0f
0x31E8   mDmgParamsHamakuri.mDirty                               0.0f
0x31FC   mDmgParamsHamakuri.mInvincibleTime                      0
  --- mDmgParamsNamekuri (TEParams) @ base 0x3200 ---
0x3218   mDmgParamsNamekuri.mDamage                              1
0x322C   mDmgParamsNamekuri.mDownType                            0
0x3240   mDmgParamsNamekuri.mWaterEmit                           0
0x3254   mDmgParamsNamekuri.mMotor                               0
0x3268   mDmgParamsNamekuri.mMinSpeed                            0.0f
0x327C   mDmgParamsNamekuri.mDirty                               0.0f
0x3290   mDmgParamsNamekuri.mInvincibleTime                      0
  --- mDmgParamsHinokuri (TEParams) @ base 0x3294 ---
0x32AC   mDmgParamsHinokuri.mDamage                              1
0x32C0   mDmgParamsHinokuri.mDownType                            0
0x32D4   mDmgParamsHinokuri.mWaterEmit                           0
0x32E8   mDmgParamsHinokuri.mMotor                               0
0x32FC   mDmgParamsHinokuri.mMinSpeed                            0.0f
0x3310   mDmgParamsHinokuri.mDirty                               0.0f
0x3324   mDmgParamsHinokuri.mInvincibleTime                      0
  --- mDmgParamsFire (TEParams) @ base 0x3328 ---
0x3340   mDmgParamsFire.mDamage                                  1
0x3354   mDmgParamsFire.mDownType                                0
0x3368   mDmgParamsFire.mWaterEmit                               0
0x337C   mDmgParamsFire.mMotor                                   0
0x3390   mDmgParamsFire.mMinSpeed                                0.0f
0x33A4   mDmgParamsFire.mDirty                                   0.0f
0x33B8   mDmgParamsFire.mInvincibleTime                          0
  --- mDmgParamsBGTentacle (TEParams) @ base 0x33BC ---
0x33D4   mDmgParamsBGTentacle.mDamage                            1
0x33E8   mDmgParamsBGTentacle.mDownType                          0
0x33FC   mDmgParamsBGTentacle.mWaterEmit                         0
0x3410   mDmgParamsBGTentacle.mMotor                             0
0x3424   mDmgParamsBGTentacle.mMinSpeed                          0.0f
0x3438   mDmgParamsBGTentacle.mDirty                             0.0f
0x344C   mDmgParamsBGTentacle.mInvincibleTime                    0
  --- mDmgParamsBossEel (TEParams) @ base 0x3450 ---
0x3468   mDmgParamsBossEel.mDamage                               1
0x347C   mDmgParamsBossEel.mDownType                             0
0x3490   mDmgParamsBossEel.mWaterEmit                            0
0x34A4   mDmgParamsBossEel.mMotor                                0
0x34B8   mDmgParamsBossEel.mMinSpeed                             0.0f
0x34CC   mDmgParamsBossEel.mDirty                                0.0f
0x34E0   mDmgParamsBossEel.mInvincibleTime                       0
  --- mDmgParamsHanachanBoss (TEParams) @ base 0x34E4 ---
0x34FC   mDmgParamsHanachanBoss.mDamage                          1
0x3510   mDmgParamsHanachanBoss.mDownType                        0
0x3524   mDmgParamsHanachanBoss.mWaterEmit                       0
0x3538   mDmgParamsHanachanBoss.mMotor                           0
0x354C   mDmgParamsHanachanBoss.mMinSpeed                        0.0f
0x3560   mDmgParamsHanachanBoss.mDirty                           0.0f
0x3574   mDmgParamsHanachanBoss.mInvincibleTime                  0
  --- mDmgParamsPoihana (TEParams) @ base 0x3578 ---
0x3590   mDmgParamsPoihana.mDamage                               1
0x35A4   mDmgParamsPoihana.mDownType                             0
0x35B8   mDmgParamsPoihana.mWaterEmit                            0
0x35CC   mDmgParamsPoihana.mMotor                                0
0x35E0   mDmgParamsPoihana.mMinSpeed                             0.0f
0x35F4   mDmgParamsPoihana.mDirty                                0.0f
0x3608   mDmgParamsPoihana.mInvincibleTime                       0
  --- mDmgParamsKiller (TEParams) @ base 0x360C ---
0x3624   mDmgParamsKiller.mDamage                                1
0x3638   mDmgParamsKiller.mDownType                              0
0x364C   mDmgParamsKiller.mWaterEmit                             0
0x3660   mDmgParamsKiller.mMotor                                 0
0x3674   mDmgParamsKiller.mMinSpeed                              0.0f
0x3688   mDmgParamsKiller.mDirty                                 0.0f
0x369C   mDmgParamsKiller.mInvincibleTime                        0
  --- mDmgParamsLampTrapIron (TEParams) @ base 0x36A0 ---
0x36B8   mDmgParamsLampTrapIron.mDamage                          1
0x36CC   mDmgParamsLampTrapIron.mDownType                        0
0x36E0   mDmgParamsLampTrapIron.mWaterEmit                       0
0x36F4   mDmgParamsLampTrapIron.mMotor                           0
0x3708   mDmgParamsLampTrapIron.mMinSpeed                        0.0f
0x371C   mDmgParamsLampTrapIron.mDirty                           0.0f
0x3730   mDmgParamsLampTrapIron.mInvincibleTime                  0
  --- mDmgParamsLampTrapSpike (TEParams) @ base 0x3734 ---
0x374C   mDmgParamsLampTrapSpike.mDamage                         1
0x3760   mDmgParamsLampTrapSpike.mDownType                       0
0x3774   mDmgParamsLampTrapSpike.mWaterEmit                      0
0x3788   mDmgParamsLampTrapSpike.mMotor                          0
0x379C   mDmgParamsLampTrapSpike.mMinSpeed                       0.0f
0x37B0   mDmgParamsLampTrapSpike.mDirty                          0.0f
0x37C4   mDmgParamsLampTrapSpike.mInvincibleTime                 0
  --- mDmgParamsEnemyMario (TEParams) @ base 0x37C8 ---
0x37E0   mDmgParamsEnemyMario.mDamage                            1
0x37F4   mDmgParamsEnemyMario.mDownType                          0
0x3808   mDmgParamsEnemyMario.mWaterEmit                         0
0x381C   mDmgParamsEnemyMario.mMotor                             0
0x3830   mDmgParamsEnemyMario.mMinSpeed                          0.0f
0x3844   mDmgParamsEnemyMario.mDirty                             0.0f
0x3858   mDmgParamsEnemyMario.mInvincibleTime                    0
  --- mDmgParamsCannotBreath (TEParams) @ base 0x385C ---
0x3874   mDmgParamsCannotBreath.mDamage                          1
0x3888   mDmgParamsCannotBreath.mDownType                        0
0x389C   mDmgParamsCannotBreath.mWaterEmit                       0
0x38B0   mDmgParamsCannotBreath.mMotor                           0
0x38C4   mDmgParamsCannotBreath.mMinSpeed                        0.0f
0x38D8   mDmgParamsCannotBreath.mDirty                           0.0f
0x38EC   mDmgParamsCannotBreath.mInvincibleTime                  0
  --- mDmgParamsGraffitoFire (TEParams) @ base 0x38F0 ---
0x3908   mDmgParamsGraffitoFire.mDamage                          1
0x391C   mDmgParamsGraffitoFire.mDownType                        0
0x3930   mDmgParamsGraffitoFire.mWaterEmit                       0
0x3944   mDmgParamsGraffitoFire.mMotor                           0
0x3958   mDmgParamsGraffitoFire.mMinSpeed                        0.0f
0x396C   mDmgParamsGraffitoFire.mDirty                           0.0f
0x3980   mDmgParamsGraffitoFire.mInvincibleTime                  0
  --- mDmgParamsGraffitoPoison (TEParams) @ base 0x3984 ---
0x399C   mDmgParamsGraffitoPoison.mDamage                        1
0x39B0   mDmgParamsGraffitoPoison.mDownType                      0
0x39C4   mDmgParamsGraffitoPoison.mWaterEmit                     0
0x39D8   mDmgParamsGraffitoPoison.mMotor                         0
0x39EC   mDmgParamsGraffitoPoison.mMinSpeed                      0.0f
0x3A00   mDmgParamsGraffitoPoison.mDirty                         0.0f
0x3A14   mDmgParamsGraffitoPoison.mInvincibleTime                0
  --- mDmgParamsGraffitoElec (TEParams) @ base 0x3A18 ---
0x3A30   mDmgParamsGraffitoElec.mDamage                          1
0x3A44   mDmgParamsGraffitoElec.mDownType                        0
0x3A58   mDmgParamsGraffitoElec.mWaterEmit                       0
0x3A6C   mDmgParamsGraffitoElec.mMotor                           0
0x3A80   mDmgParamsGraffitoElec.mMinSpeed                        0.0f
0x3A94   mDmgParamsGraffitoElec.mDirty                           0.0f
0x3AA8   mDmgParamsGraffitoElec.mInvincibleTime                  0
  --- mDmgParamsGraffitoLava (TEParams) @ base 0x3AAC ---
0x3AC4   mDmgParamsGraffitoLava.mDamage                          1
0x3AD8   mDmgParamsGraffitoLava.mDownType                        0
0x3AEC   mDmgParamsGraffitoLava.mWaterEmit                       0
0x3B00   mDmgParamsGraffitoLava.mMotor                           0
0x3B14   mDmgParamsGraffitoLava.mMinSpeed                        0.0f
0x3B28   mDmgParamsGraffitoLava.mDirty                           0.0f
0x3B3C   mDmgParamsGraffitoLava.mInvincibleTime                  0
  --- mDmgParamsWaterSurface (TEParams) @ base 0x3B40 ---
0x3B58   mDmgParamsWaterSurface.mDamage                          1
0x3B6C   mDmgParamsWaterSurface.mDownType                        0
0x3B80   mDmgParamsWaterSurface.mWaterEmit                       0
0x3B94   mDmgParamsWaterSurface.mMotor                           0
0x3BA8   mDmgParamsWaterSurface.mMinSpeed                        0.0f
0x3BBC   mDmgParamsWaterSurface.mDirty                           0.0f
0x3BD0   mDmgParamsWaterSurface.mInvincibleTime                  0
  --- mDmgMapParams0 (TEParams) @ base 0x3BD4 ---
0x3BEC   mDmgMapParams0.mDamage                                  1
0x3C00   mDmgMapParams0.mDownType                                0
0x3C14   mDmgMapParams0.mWaterEmit                               0
0x3C28   mDmgMapParams0.mMotor                                   0
0x3C3C   mDmgMapParams0.mMinSpeed                                0.0f
0x3C50   mDmgMapParams0.mDirty                                   0.0f
0x3C64   mDmgMapParams0.mInvincibleTime                          0
  --- mDmgMapParams1 (TEParams) @ base 0x3C68 ---
0x3C80   mDmgMapParams1.mDamage                                  1
0x3C94   mDmgMapParams1.mDownType                                0
0x3CA8   mDmgMapParams1.mWaterEmit                               0
0x3CBC   mDmgMapParams1.mMotor                                   0
0x3CD0   mDmgMapParams1.mMinSpeed                                0.0f
0x3CE4   mDmgMapParams1.mDirty                                   0.0f
0x3CF8   mDmgMapParams1.mInvincibleTime                          0
  --- mDmgMapParams2 (TEParams) @ base 0x3CFC ---
0x3D14   mDmgMapParams2.mDamage                                  1
0x3D28   mDmgMapParams2.mDownType                                0
0x3D3C   mDmgMapParams2.mWaterEmit                               0
0x3D50   mDmgMapParams2.mMotor                                   0
0x3D64   mDmgMapParams2.mMinSpeed                                0.0f
0x3D78   mDmgMapParams2.mDirty                                   0.0f
0x3D8C   mDmgMapParams2.mInvincibleTime                          0
  --- mDmgMapParams3 (TEParams) @ base 0x3D90 ---
0x3DA8   mDmgMapParams3.mDamage                                  1
0x3DBC   mDmgMapParams3.mDownType                                0
0x3DD0   mDmgMapParams3.mWaterEmit                               0
0x3DE4   mDmgMapParams3.mMotor                                   0
0x3DF8   mDmgMapParams3.mMinSpeed                                0.0f
0x3E0C   mDmgMapParams3.mDirty                                   0.0f
0x3E20   mDmgMapParams3.mInvincibleTime                          0
  --- mDmgMapParams4 (TEParams) @ base 0x3E24 ---
0x3E3C   mDmgMapParams4.mDamage                                  1
0x3E50   mDmgMapParams4.mDownType                                0
0x3E64   mDmgMapParams4.mWaterEmit                               0
0x3E78   mDmgMapParams4.mMotor                                   0
0x3E8C   mDmgMapParams4.mMinSpeed                                0.0f
0x3EA0   mDmgMapParams4.mDirty                                   0.0f
0x3EB4   mDmgMapParams4.mInvincibleTime                          0
  --- mDmgMapParams5 (TEParams) @ base 0x3EB8 ---
0x3ED0   mDmgMapParams5.mDamage                                  1
0x3EE4   mDmgMapParams5.mDownType                                0
0x3EF8   mDmgMapParams5.mWaterEmit                               0
0x3F0C   mDmgMapParams5.mMotor                                   0
0x3F20   mDmgMapParams5.mMinSpeed                                0.0f
0x3F34   mDmgMapParams5.mDirty                                   0.0f
0x3F48   mDmgMapParams5.mInvincibleTime                          0
  --- mDmgMapParams6 (TEParams) @ base 0x3F4C ---
0x3F64   mDmgMapParams6.mDamage                                  1
0x3F78   mDmgMapParams6.mDownType                                0
0x3F8C   mDmgMapParams6.mWaterEmit                               0
0x3FA0   mDmgMapParams6.mMotor                                   0
0x3FB4   mDmgMapParams6.mMinSpeed                                0.0f
0x3FC8   mDmgMapParams6.mDirty                                   0.0f
0x3FDC   mDmgMapParams6.mInvincibleTime                          0
  --- mDmgMapParams7 (TEParams) @ base 0x3FE0 ---
0x3FF8   mDmgMapParams7.mDamage                                  1
0x400C   mDmgMapParams7.mDownType                                0
0x4020   mDmgMapParams7.mWaterEmit                               0
0x4034   mDmgMapParams7.mMotor                                   0
0x4048   mDmgMapParams7.mMinSpeed                                0.0f
0x405C   mDmgMapParams7.mDirty                                   0.0f
0x4070   mDmgMapParams7.mInvincibleTime                          0
  --- mDmgMapParams8 (TEParams) @ base 0x4074 ---
0x408C   mDmgMapParams8.mDamage                                  1
0x40A0   mDmgMapParams8.mDownType                                0
0x40B4   mDmgMapParams8.mWaterEmit                               0
0x40C8   mDmgMapParams8.mMotor                                   0
0x40DC   mDmgMapParams8.mMinSpeed                                0.0f
0x40F0   mDmgMapParams8.mDirty                                   0.0f
0x4104   mDmgMapParams8.mInvincibleTime                          0
  --- mDmgMapParams9 (TEParams) @ base 0x4108 ---
0x4120   mDmgMapParams9.mDamage                                  1
0x4134   mDmgMapParams9.mDownType                                0
0x4148   mDmgMapParams9.mWaterEmit                               0
0x415C   mDmgMapParams9.mMotor                                   0
0x4170   mDmgMapParams9.mMinSpeed                                0.0f
0x4184   mDmgMapParams9.mDirty                                   0.0f
0x4198   mDmgMapParams9.mInvincibleTime                          0
  --- mAutoDemoParams (TAutoDemoParams) @ base 0x419C ---
0x41B4   mAutoDemoParams.mWarpInBallsDispTime                    6
0x41C8   mAutoDemoParams.mWarpInBallsTime                        0x46
0x41DC   mAutoDemoParams.mWarpInCapturedTime                     0x78
0x41F0   mAutoDemoParams.mWarpInTremble                          15.0f
0x4204   mAutoDemoParams.mWarpInVecBase                          0.3f
0x4218   mAutoDemoParams.mWarpTransTremble                       50.0f
0x422C   mAutoDemoParams.mReadRotSp                              0x400f
  --- mSoundParams (TSoundParams) @ base 0x4230 ---
0x4248   mSoundParams.mStartFallVoiceSpeed                       60.0f
  --- mOptionParams (TOptionParams) @ base 0x424C ---
0x4264   mOptionParams.mZ                                        -1000.0f
0x4278   mOptionParams.mXMin                                     846.0f
0x428C   mOptionParams.mXMax                                     2000.0f

Total TParams value offsets: 753
TMario TParams block: 0x0574 - 0x4290

==========================================================================================
RAW OFFSET ACCESSES THAT MAP TO TParams FIELDS
==========================================================================================

--- MarioMove.cpp (198 TParams accesses) ---
  Line  149: 0x2BCC -> mSlipParamsAll.mMissJump
  Line  160: 0x2CB0 -> mSlipParamsAllSlider.mMissJump
  Line  168: 0x2D94 -> mSlipParams45.mMissJump
  Line  178: 0x2F5C -> mSlipParamsWaterGround.mMissJump
  Line  180: 0x2E78 -> mSlipParamsWaterSlope.mMissJump
  Line  183: 0x2A04 -> mSlipParamsNormal.mMissJump
  Line  252: 0x2BCC -> mSlipParamsAll.mMissJump
  Line  263: 0x2CB0 -> mSlipParamsAllSlider.mMissJump
  Line  271: 0x2D94 -> mSlipParams45.mMissJump
  Line  281: 0x2F5C -> mSlipParamsWaterGround.mMissJump
  Line  283: 0x2E78 -> mSlipParamsWaterSlope.mMissJump
  Line  286: 0x2A04 -> mSlipParamsNormal.mMissJump
  Line  444: 0x0708 -> mDeParams.mHoldRadius
  Line  446: 0x0744 -> mDeParams.mAttackHeight
  Line  528: 0x2700 -> mDirtyParams.mDirtyMax
  Line  603: 0x0690 -> mDeParams.mFootPrintTimerMax
  Line  606: 0x26D8 -> mDirtyParams.mPolSizeJump
  Line  669: 0x08AC -> mDeParams.mFeelDeep
  Line  683: 0x0D48 -> mJumpParams.mSecJumpSpeedMult
  Line  684: 0x0D34 -> mJumpParams.mSecJumpForce
  Line  685: 0x0D5C -> mJumpParams.mSecJumpXZMult
  Line  699: 0x0D98 -> mJumpParams.mUltraJumpSpeedMult
  Line  700: 0x0D84 -> mJumpParams.mUltraJumpForce
  Line  701: 0x0DAC -> mJumpParams.mUltraJumpXZMult
  Line  707: 0x0C58 -> mJumpParams.mBackJumpForce
  Line  710: 0x0C6C -> mJumpParams.mBackJumpForceY
  Line  729: 0x0C1C -> mJumpParams.mRotateJumpForceY
  Line  737: 0x0B90 -> mJumpParams.mTurnJumpForce
  Line  747: 0x0BF4 -> mJumpParams.mBroadJumpForce
  Line  748: 0x0C08 -> mJumpParams.mBroadJumpForceY
  Line  754: 0x0CE4 -> mJumpParams.mRotBroadJumpForce
  Line  755: 0x0CF8 -> mJumpParams.mRotBroadJumpForceY
  Line  779: 0x17F0 -> mSurfingParamsWaterRed.mJumpXZRatio
  Line  780: 0x17DC -> mSurfingParamsWaterRed.mJumpPow
  Line  783: 0x19C4 -> mSurfingParamsGroundRed.mJumpXZRatio
  Line  784: 0x19B0 -> mSurfingParamsGroundRed.mJumpPow
  Line  792: 0x0BB8 -> mJumpParams.mFireDownForce
  Line  795: 0x0BE0 -> mJumpParams.mFireBackVelocity
  Line  853: 0x07E4 -> mDeParams.mTramplePowStep2
  Line  860: 0x07F8 -> mDeParams.mTramplePowStep3
  Line  867: 0x07D0 -> mDeParams.mTramplePowStep1
  Line  890: 0x13EC -> mWireParams.mJumpRate
  Line  908: 0x13EC -> mWireParams.mJumpRate
  Line  949: 0x2428 -> mGraffitoParams.mSinkTime
  Line  951: 0x24A0 -> mGraffitoParams.mSinkJumpRateMin
  Line  952: 0x24B4 -> mGraffitoParams.mSinkJumpRateMax
  Line  960: 0x248C -> mGraffitoParams.mSinkRecover
  Line  979: 0x221C -> mYoshiParams.mJumpYoshiMult
  Line 1045: 0x2428 -> mGraffitoParams.mSinkTime
  Line 1046: 0x2464 -> mGraffitoParams.mSinkMoveMin
  Line 1047: 0x2478 -> mGraffitoParams.mSinkMoveMax
  Line 1085: 0x2358 -> mControllerParams.mAnalogLRToZeroVal
  Line 1086: 0x236C -> mControllerParams.mAnalogLRToMiddleVal
  Line 1087: 0x2380 -> mControllerParams.mAnalogLRToMaxVal
  Line 1088: 0x2394 -> mControllerParams.mAnalogLRMiddleLevel
  Line 1189: 0x23D0 -> mControllerParams.mLengthMultTimes
  Line 1191: 0x23E4 -> mControllerParams.mLengthMult
  Line 1216: 0x252C -> mGraffitoParams.mDizzyAngleY
  Line 1217: 0x2518 -> mGraffitoParams.mDizzyWalkCtMax
  Line 1218: 0x2540 -> mGraffitoParams.mDizzyAngleRate
  Line 1219: 0x2554 -> mGraffitoParams.mDizzyPowerRate
  Line 1220: 0x2568 -> mGraffitoParams.mDizzyPower
  Line 1258: 0x05C8 -> mDeParams.mDashAcc
  Line 1265: 0x05F0 -> mDeParams.mDashStartTime
  Line 1266: 0x05F0 -> mDeParams.mDashStartTime
  Line 1314: 0x05DC -> mDeParams.mDashBrake
  Line 1326: 0x05DC -> mDeParams.mDashBrake
  Line 1437: 0x23BC -> mControllerParams.mStickRotateTime
  Line 1440: 0x23BC -> mControllerParams.mStickRotateTime
  Line 1446: 0x23BC -> mControllerParams.mStickRotateTime
  Line 1561: 0x24F0 -> mGraffitoParams.mFireHeight
